40.000000	100.000000
41.221313	97.648727
42.461056	95.441406
43.719284	93.375076
44.996067	91.446762
46.291466	89.653496
47.605534	87.992317
48.938335	86.460258
50.289940	85.054337
51.660404	83.771606
53.049793	82.609070
54.458160	81.563789
55.885578	80.632774
57.332104	79.813065
58.797794	79.101700
60.282722	78.495697
61.786934	77.992104
63.310509	77.587936
64.853493	77.280235
66.415962	77.066040
67.997963	76.942368
69.599579	76.906258
71.220856	76.954735
72.861847	77.084831
74.522636	77.293594
76.203270	77.578041
77.903816	77.935211
79.624344	78.362137
81.364899	78.855835
83.125549	79.413353
84.906364	80.031723
86.707397	80.707970
88.528717	81.439125
90.370377	82.222221
92.232437	83.054291
94.114975	83.932373
96.018036	84.853493
97.941681	85.814682
99.885994	86.812973
101.851021	87.845398
103.836807	88.908981
105.843460	90.000771
107.870995	91.117798
109.919495	92.257065
111.989029	93.415642
114.079643	94.590530
116.191399	95.778786
118.324371	96.977425
120.478622	98.183487
122.654198	99.393997
124.851166	100.605995
127.069595	101.816505
129.309540	103.022575
131.571075	104.221222
133.854248	105.409470
136.159119	106.584366
138.485764	107.742928
140.834229	108.882210
143.204605	109.999229
145.596909	111.091019
148.011246	112.154602
150.447647	113.187027
152.906189	114.185310
155.386932	115.146507
157.889923	116.067627
160.415253	116.945709
162.962967	117.777779
165.533112	118.560875
168.125778	119.292030
170.740997	119.968277
173.378876	120.586647
176.039444	121.144157
178.722763	121.637871
181.428894	122.064789
184.157913	122.421951
186.909882	122.706406
189.684830	122.915161
192.482849	123.045265
195.304016	123.093750
198.148331	123.057640
201.015930	122.933960
203.906830	122.719765
206.821121	122.412064
209.758835	122.007896
212.720062	121.504303
215.704803	120.898300
218.713196	120.186935
221.745270	119.367226
224.801086	118.436211
227.880722	117.390930
230.984222	116.228394
234.111664	114.945663
237.263092	113.539749
240.438553	112.007683
243.638138	110.346504
246.861908	108.553238
250.109940	106.624924
253.382202	104.558601
256.678894	102.351273
260.000000	100.000000
