160.000000	0.000000
160.000000	160.000000
160.000000	320.000000
160.000000	480.000000
160.000000	640.000000
160.000000	800.000000
160.000000	960.000000
160.000000	1120.000000
160.000000	1280.000000
160.000000	1440.000000
160.000000	1600.000000
160.000000	1760.000000
160.000000	1920.000000
160.000000	2080.000000
160.000000	2240.000000
160.000000	2400.000000
160.000000	2560.000000
160.000000	2720.000000
160.000000	2880.000000
160.000000	3040.000000
160.000000	3200.000000
155.004150	3299.833496
140.066589	3398.669434
115.336487	3495.520264
81.060974	3589.418457
37.582520	3679.425537
-14.664429	3764.642578
-75.157837	3844.217773
-143.293335	3917.356201
-218.390076	3983.326904
-299.697754	4041.470947
-386.403992	4091.207520
-477.642395	4132.039062
-572.501343	4163.558105
-670.033081	4185.449707
-769.263062	4197.495117
-840.000000	4200.000000
-939.833435	4204.996094
-1038.669312	4219.933594
-1135.520264	4244.663574
-1229.418335	4278.938965
-1319.425537	4322.417480
-1404.642578	4374.664551
-1484.217773	4435.157715
-1557.356201	4503.293457
-1623.326904	4578.390137
-1681.470947	4659.697754
-1731.207397	4746.403809
-1772.039062	4837.642578
-1803.558228	4932.501465
-1825.449707	5030.033203
-1837.494995	5129.263184
-1839.573608	5229.199707
-1831.664795	5328.844727
-1813.847656	5427.202637
-1786.300049	5523.290039
-1749.297363	5616.146973
-1703.209229	5704.846191
-1648.496338	5788.500977
-1585.705322	5866.275879
-1515.463379	5937.393555
-1438.472412	6001.143555
-1355.501709	6056.888672
-1267.380249	6104.071777
-1174.988647	6142.222168
-1079.249878	6170.958008
-981.120728	6189.992188
-881.581482	6199.135254
-840.000000	6200.000000
-740.166565	6204.996094
-641.330688	6219.933594
-544.479797	6244.663574
-450.581635	6278.938965
-360.574463	6322.417480
-275.357483	6374.664551
-195.782288	6435.157715
-122.643860	6503.293457
-56.673035	6578.390137
1.471008	6659.697754
51.207397	6746.403809
92.039124	6837.642578
123.558228	6932.501465
145.449768	7030.033203
157.494995	7129.263184
157.494995	7289.263184
157.494995	7449.263184
157.494995	7609.263184
157.494995	7769.263184
157.494995	7929.263184
157.494995	8089.263184
157.494995	8249.263672
157.494995	8409.263672
157.494995	8569.263672
157.494995	8729.263672
157.494995	8889.263672
157.494995	9049.263672
157.494995	9209.263672
157.494995	9369.263672
157.494995	9529.263672
157.494995	9689.263672
157.494995	9849.263672
157.494995	10009.263672
157.494995	10169.263672
157.494995	10329.263672
157.494995	10489.263672
162.490845	10589.096680
177.428406	10687.932617
202.158508	10784.784180
236.434021	10878.681641
279.912476	10968.689453
332.159424	11053.906250
392.652832	11133.481445
460.788330	11206.620117
535.885071	11272.590820
617.192749	11330.734375
703.898987	11380.470703
795.137390	11421.302734
889.996338	11452.822266
987.528076	11474.713867
1086.758057	11486.758789
1157.494995	11489.263672
1257.328369	11494.259766
1356.164307	11509.197266
1453.015137	11533.926758
1546.913330	11568.203125
1636.920532	11611.681641
1722.137451	11663.927734
1801.712646	11724.421875
1874.851074	11792.556641
1940.822021	11867.653320
1998.966064	11948.960938
2048.702393	12035.667969
2089.534180	12126.906250
2121.053223	12221.764648
2142.944824	12319.296875
2154.989990	12418.526367
2157.068604	12518.463867
2149.159668	12618.108398
2131.342529	12716.465820
2103.794922	12812.553711
2066.792236	12905.411133
2020.704224	12994.110352
1965.991333	13077.764648
1903.200195	13155.540039
1832.958252	13226.657227
1755.967285	13290.407227
1672.996582	13346.152344
1584.875244	13393.335938
1492.483643	13431.486328
1396.744873	13460.221680
1298.615723	13479.255859
1199.076416	13488.398438
1157.494995	13489.263672
1057.661621	13494.259766
958.825684	13509.197266
861.974792	13533.926758
768.076660	13568.203125
678.069458	13611.681641
592.852478	13663.927734
513.277283	13724.421875
440.138855	13792.556641
374.168030	13867.653320
316.023987	13948.960938
266.287598	14035.667969
225.455872	14126.906250
193.936768	14221.764648
172.045227	14319.296875
160.000000	14418.526367
157.494995	14489.263672
157.494995	14649.263672
157.494995	14809.263672
157.494995	14969.263672
157.494995	15129.263672
157.494995	15289.263672
157.494995	15449.263672
157.494995	15609.263672
157.494995	15769.263672
157.494995	15929.263672
157.494995	16089.263672
157.494995	16249.263672
157.494995	16409.263672
157.494995	16569.263672
157.494995	16729.263672
157.494995	16889.263672
157.494995	17049.263672
157.494995	17209.263672
157.494995	17369.263672
